Author,BSB Catalog,By,Creation,Digital Object Identifier,Extent,Height,Identifier,Label,Language,Location,Object Type,Preferred title of work,Thumbnail,Title,Width
,<a href='https://opacplus.bsb-muenchen.de/title/BV037457604'>https://opacplus.bsb-muenchen.de/title/BV037457604</a>,,"[S.l.], 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00103266-8'>urn:nbn:de:bvb:12-bsb00103266-8</a>,132 Bl. - Pergament,19.72016463413879,BSB-Hss Clm 23382,Sermones a variis scripti - BSB Clm 23382,Latin,"München, Bayerische Staatsbibliothek -- Clm 23382",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00103266_00003/full/280,/0/default.jpg",Sermones a variis scripti - BSB Clm 23382,13.927666666666667
,<a href='https://opacplus.bsb-muenchen.de/title/BV035571981'>https://opacplus.bsb-muenchen.de/title/BV035571981</a>,,"[S.l.], nicht vor dem 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00039625-1'>urn:nbn:de:bvb:12-bsb00039625-1</a>,1 Bl. - Pergament,15.75296890353505,BSB-Hss Cod.hebr. 153(4,"Nach dem hebräischen Alphabet angeordnetes Lapidarium, Fragment - BSB Cod.hebr. 153(4",Hebrew,"München, Bayerische Staatsbibliothek -- Cod.hebr. 153(4",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00039625_00003/full/280,/0/default.jpg","Nach dem hebräischen Alphabet angeordnetes Lapidarium, Fragment - BSB Cod.hebr. 153(4",21.06295
,<a href='https://opacplus.bsb-muenchen.de/title/BV035294316'>https://opacplus.bsb-muenchen.de/title/BV035294316</a>,,"Altomünster, 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00034724-7'>urn:nbn:de:bvb:12-bsb00034724-7</a>,1 Doppelbl. + Rest eines Doppelbl.,31.716331484995813,BSB-Hss Clm 29615(9,"Liber Extra I,6.9 - BSB Clm 29615(9",Latin,"München, Bayerische Staatsbibliothek -- Clm 29615(9",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00034724_00003/full/280,/0/default.jpg","Liber Extra I,6.9 - BSB Clm 29615(9",22.1361
"<span>Rolandinus, de Passageriis -- (GND: <a href='http://d-nb.info/gnd/100959954/'>100959954</a>)</span>",<a href='https://opacplus.bsb-muenchen.de/title/BV035295928'>https://opacplus.bsb-muenchen.de/title/BV035295928</a>,Rolandinus Passagerii,"Italien, 1. Hälfte 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00034428-3'>urn:nbn:de:bvb:12-bsb00034428-3</a>,I + 41 Bl. - Pergament,31.064863791187726,BSB-Hss Clm 14037,"Rolandinus, de Passageriis: Summa artis notariae - BSB Clm 14037",Latin,"München, Bayerische Staatsbibliothek -- Clm 14037#Mikroform",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00034428_00003/full/280,/0/default.jpg",Summa artis notariae - BSB Clm 14037,21.06506666666666
,<a href='https://opacplus.bsb-muenchen.de/title/BV035296949'>https://opacplus.bsb-muenchen.de/title/BV035296949</a>,,"[S.l.], 14./15. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00034711-6'>urn:nbn:de:bvb:12-bsb00034711-6</a>,Rest eines Doppelbl. - Pergament,21.62933406887246,BSB-Hss Clm 29322(208,Breviarium - BSB Clm 29322(208,Latin,"München, Bayerische Staatsbibliothek -- Clm 29322(208",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00034711_00003/full/280,/0/default.jpg",Breviarium - BSB Clm 29322(208,18.859499999999997
,<a href='https://opacplus.bsb-muenchen.de/title/BV035320196'>https://opacplus.bsb-muenchen.de/title/BV035320196</a>,,"[S.l.] Bayern, 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00034948-7'>urn:nbn:de:bvb:12-bsb00034948-7</a>,33 Bl. - Pergament,33.540946040003284,BSB-Hss Cgm 9299,Schwabenspiegel - BSB Cgm 9299,"German, Middle High (ca.1050-1500)","München, Bayerische Staatsbibliothek -- Cgm 9299",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00034948_00003/full/280,/0/default.jpg",Schwabenspiegel - BSB Cgm 9299,23.8125
"<span>Manuel, Moschopulus -- (GND: <a href='http://d-nb.info/gnd/118785044/'>118785044</a>)</span>",<a href='https://opacplus.bsb-muenchen.de/title/BV036495948'>https://opacplus.bsb-muenchen.de/title/BV036495948</a>,Manuel Moschopulos,"[S.l.], 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00049687-8'>urn:nbn:de:bvb:12-bsb00049687-8</a>,78 Bl. - Papier,19.550121724772662,BSB-Hss Cod.graec. 299,"Manuel, Moschopulus: Erotemata - BSB Cod.graec. 299","Greek, Ancient (to 1453)","München, Bayerische Staatsbibliothek -- Cod.graec. 299#Mikroform",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00049687_00003/full/280,/0/default.jpg",Erotemata - BSB Cod.graec. 299,12.76773333333334
"<span>Gregorius, Palamas -- (GND: <a href='http://d-nb.info/gnd/11854182X/'>11854182X</a>)</span>",<a href='https://opacplus.bsb-muenchen.de/title/BV036506718'>https://opacplus.bsb-muenchen.de/title/BV036506718</a>,,"[S.l.], 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00049968-6'>urn:nbn:de:bvb:12-bsb00049968-6</a>,20 Bl. - Papier,25.682880776771903,BSB-Hss Cod.graec. 213,"Gregorius, Palamas: Ad venerandum monachum Damianum philosophum. Gregorii. Ad piissimum monachum dominum Dionysium - BSB Cod.graec. 213","Greek, Ancient (to 1453)","München, Bayerische Staatsbibliothek -- Cod.graec. 213#Mikroform",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00049968_00003/full/280,/0/default.jpg",Ad venerandum monachum Damianum philosophum. Gregorii. Ad piissimum monachum dominum Dionysium - BSB Cod.graec. 213,18.12713333333333
,<a href='https://opacplus.bsb-muenchen.de/title/BV036649781'>https://opacplus.bsb-muenchen.de/title/BV036649781</a>,,"[S.l.], 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00052310-0'>urn:nbn:de:bvb:12-bsb00052310-0</a>,19 Bl. - Papier,17.095687282023636,BSB-Hss Cod.graec. 238,Ioannis Grammatici Alexandrini in lib. 1 introductionis arithmeticae Nicomachi. Nicomachi Gerasoni Pythagorici introductionis arithmeticae lib. 1 - BSB Cod.graec. 238,Greek,"München, Bayerische Staatsbibliothek -- Cod.graec. 238#Mikroform",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00052310_00003/full/280,/0/default.jpg",Ioannis Grammatici Alexandrini in lib. 1 introductionis arithmeticae Nicomachi. Nicomachi Gerasoni Pythagorici introductionis arithmeticae lib. 1 - BSB Cod.graec. 238,12.124266666666664
,<a href='https://opacplus.bsb-muenchen.de/title/BV036756580'>https://opacplus.bsb-muenchen.de/title/BV036756580</a>,,"[S.l.], 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00064970-4'>urn:nbn:de:bvb:12-bsb00064970-4</a>,55 Bl. - Pergament,39.2892822395748,BSB-Hss Clm 3003,Speculum salvationis humanae metrice cum figuris pictis. Pugna virtutum et vitiorum cum figuris pictis [u.a.] - BSB Clm 3003,Latin,"München, Bayerische Staatsbibliothek -- Clm 3003",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00064970_00009/full/280,/0/default.jpg",Speculum salvationis humanae metrice cum figuris pictis. Pugna virtutum et vitiorum cum figuris pictis [u.a.] - BSB Clm 3003,29.692599999999995
,<a href='https://opacplus.bsb-muenchen.de/title/BV035321783'>https://opacplus.bsb-muenchen.de/title/BV035321783</a>,,"Tegernsee, 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00034995-2'>urn:nbn:de:bvb:12-bsb00034995-2</a>,182 Bl. - Papier,22.25546043718989,BSB-Hss Clm 7719,Albertus Magnus de veris virtutibus [u.a.] - BSB Clm 7719,Latin,"München, Bayerische Staatsbibliothek -- Clm 7719",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00034995_00003/full/280,/0/default.jpg",Albertus Magnus de veris virtutibus [u.a.] - BSB Clm 7719,15.4178
"<span>Bertholdus, Ratisbonensis -- (GND: <a href='http://d-nb.info/gnd/11851007X/'>11851007X</a>)</span>",<a href='https://opacplus.bsb-muenchen.de/title/BV035325068'>https://opacplus.bsb-muenchen.de/title/BV035325068</a>,Bertholdus Ratisbonensis,"Regensburg/Franziskaner (?), 1. Hälfte 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00035056-3'>urn:nbn:de:bvb:12-bsb00035056-3</a>,I + 318 + I Bl. - Pergament,19.223960182201598,BSB-Hss Clm 14093,"Bertholdus, Ratisbonensis: Sermones rusticani de sanctis - BSB Clm 14093",Latin,"München, Bayerische Staatsbibliothek -- Clm 14093#Mikroform",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00035056_00003/full/280,/0/default.jpg",Sermones rusticani de sanctis - BSB Clm 14093,14.384866666666666
,<a href='https://opacplus.bsb-muenchen.de/title/BV021677154'>https://opacplus.bsb-muenchen.de/title/BV021677154</a>,,"[S.l.], 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00094779-4'>urn:nbn:de:bvb:12-bsb00094779-4</a>,2 Bl. = 1 Doppelbl. - Pergament,43.05526543809525,BSB-Hss Cgm 197,Kaiserchronik - BSB Cgm 197,German,"München, Bayerische Staatsbibliothek -- Cgm 197",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00094779_00003/full/280,/0/default.jpg",Kaiserchronik - BSB Cgm 197,49.25695000000001
,<a href='https://opacplus.bsb-muenchen.de/title/BV021677154'>https://opacplus.bsb-muenchen.de/title/BV021677154</a>,,"[S.l.], 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00004442-7'>urn:nbn:de:bvb:12-bsb00004442-7</a>,2 Bl. = 1 Doppelbl. - Pergament,20.947763859613904,BSB-Hss Cgm 197,Kaiserchronik - BSB Cgm 197,German,"München, Bayerische Staatsbibliothek -- Cgm 197#Mikroform",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00004442_00003/full/280,/0/default.jpg",Kaiserchronik - BSB Cgm 197,26.737733333333328
,<a href='https://opacplus.bsb-muenchen.de/title/BV037451231'>https://opacplus.bsb-muenchen.de/title/BV037451231</a>,,"[S.l.], 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00078560-6'>urn:nbn:de:bvb:12-bsb00078560-6</a>,85 Bl. - Pergament,37.00897931214858,BSB-Hss Clm 6908,"Tractatus de naturis animalium in XX libros divisus, quorum tres extremi desunt - BSB Clm 6908 (""Fürstenfelder Physiologus"")",Latin,"München, Bayerische Staatsbibliothek -- Clm 6908",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00078560_00161/full/280,/0/default.jpg","Tractatus de naturis animalium in XX libros divisus, quorum tres extremi desunt - BSB Clm 6908 (""Fürstenfelder Physiologus"")",26.6446
<span>Hugutio -- (GND: <a href='http://d-nb.info/gnd/118707973/'>118707973</a>)</span>,<a href='https://opacplus.bsb-muenchen.de/title/BV037453111'>https://opacplus.bsb-muenchen.de/title/BV037453111</a>,Huguccio,"[S.l.] Italien, 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00085241-5'>urn:nbn:de:bvb:12-bsb00085241-5</a>,281 Bl. - Pergament,33.72917674740534,BSB-Hss Clm 10247,Hugutio: Summa decretorum - BSB Clm 10247,Latin,"München, Bayerische Staatsbibliothek -- Clm 10247#Mikroform",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00085241_00003/full/280,/0/default.jpg",Summa decretorum - BSB Clm 10247,21.95406666666667
"<span>Bernardus, Claraevallensis -- (GND: <a href='http://d-nb.info/gnd/118509810/'>118509810</a>)</span>",<a href='https://opacplus.bsb-muenchen.de/title/BV037454344'>https://opacplus.bsb-muenchen.de/title/BV037454344</a>,,"[S.l.], 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00104037-3'>urn:nbn:de:bvb:12-bsb00104037-3</a>,12 Bl. - Pergament,13.635301143984218,BSB-Hss Clm 14797,"Bernardus, Claraevallensis: 'Opusculum Beati Bernhardi abbatis: Christus nobis tradidit formam hanc vivendi.' - BSB Clm 14797",Latin,"München, Bayerische Staatsbibliothek -- Clm 14797#Mikroform",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00104037_00003/full/280,/0/default.jpg",'Opusculum Beati Bernhardi abbatis: Christus nobis tradidit formam hanc vivendi.' - BSB Clm 14797,11.015133333333331
,<a href='https://opacplus.bsb-muenchen.de/title/BV037454365'>https://opacplus.bsb-muenchen.de/title/BV037454365</a>,,"[S.l.], 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00090320-3'>urn:nbn:de:bvb:12-bsb00090320-3</a>,279 Bl. - Pergament,14.492586012075908,BSB-Hss Clm 14832,Sermones de tempore et de Sanctis - BSB Clm 14832,Latin,"München, Bayerische Staatsbibliothek -- Clm 14832#Mikroform",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00090320_00003/full/280,/0/default.jpg",Sermones de tempore et de Sanctis - BSB Clm 14832,10.473266666666667
,<a href='https://opacplus.bsb-muenchen.de/title/BV037454371'>https://opacplus.bsb-muenchen.de/title/BV037454371</a>,,"[S.l.], 14. - 15. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00104064-2'>urn:nbn:de:bvb:12-bsb00104064-2</a>,,13.466350244988867,BSB-Hss Clm 14841,Preces et hymni - BSB Clm 14841,Latin,"München, Bayerische Staatsbibliothek -- Clm 14841#Mikroform",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00104064_00003/full/280,/0/default.jpg",Preces et hymni - BSB Clm 14841,10.016066666666665
,<a href='https://opacplus.bsb-muenchen.de/title/BV037460570'>https://opacplus.bsb-muenchen.de/title/BV037460570</a>,,"Unteritalien, 1. Hälfte 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00106777-9'>urn:nbn:de:bvb:12-bsb00106777-9</a>,I + 145 Bl. - Pergament,34.79781486412271,BSB-Hss Clm 28193,Kanonistische Sammelhandschrift - BSB Clm 28193,Latin,"München, Bayerische Staatsbibliothek -- Clm 28193",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00106777_00003/full/280,/0/default.jpg",Kanonistische Sammelhandschrift - BSB Clm 28193,24.731133333333332
,<a href='https://opacplus.bsb-muenchen.de/title/BV037460567'>https://opacplus.bsb-muenchen.de/title/BV037460567</a>,,"[S.l.], 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00107147-8'>urn:nbn:de:bvb:12-bsb00107147-8</a>,217 Bl. - Pergament,34.69986845377477,BSB-Hss Clm 28190,Vitae et verba Patrum - BSB Clm 28190,Latin,"München, Bayerische Staatsbibliothek -- Clm 28190",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00107147_00003/full/280,/0/default.jpg",Vitae et verba Patrum - BSB Clm 28190,24.908933333333326
,<a href='https://opacplus.bsb-muenchen.de/title/BV037460565'>https://opacplus.bsb-muenchen.de/title/BV037460565</a>,,"[S.l.], 1. Hälfte 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00105458-4'>urn:nbn:de:bvb:12-bsb00105458-4</a>,206 Bl. - Pergament,35.38537113201373,BSB-Hss Clm 28187,Medizinische Sammelhandschrift - BSB Clm 28187,Latin,"München, Bayerische Staatsbibliothek -- Clm 28187",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00105458_00003/full/280,/0/default.jpg",Medizinische Sammelhandschrift - BSB Clm 28187,24.146933333333333
"<span>Albertus, Magnus -- (GND: <a href='http://d-nb.info/gnd/118637649/'>118637649</a>)</span>",<a href='https://opacplus.bsb-muenchen.de/title/BV037460564'>https://opacplus.bsb-muenchen.de/title/BV037460564</a>,Albertus Magnus,"[S.l.] Südwestdeutschland (?), 1. Hälfte 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00106064-2'>urn:nbn:de:bvb:12-bsb00106064-2</a>,259 Bl. - Pergament,35.459912241629915,BSB-Hss Clm 28186,"Albertus, Magnus: Liber physicorum - BSB Clm 28186",Latin,"München, Bayerische Staatsbibliothek -- Clm 28186",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00106064_00003/full/280,/0/default.jpg",Liber physicorum - BSB Clm 28186,24.248533333333338
"<span>Innocentius V., Papa -- (GND: <a href='http://d-nb.info/gnd/100948111/'>100948111</a>)</span>",<a href='https://opacplus.bsb-muenchen.de/title/BV037460588'>https://opacplus.bsb-muenchen.de/title/BV037460588</a>,Petrus de Tarantasia,"[S.l.] Frankreich, 1. Hälfte 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00106778-5'>urn:nbn:de:bvb:12-bsb00106778-5</a>,II + 117 Bl. - Pergament,31.01662904032921,BSB-Hss Clm 28212,"Innocentius V., Papa: Commentarius in librum II Sententiarum - BSB Clm 28212",Latin,"München, Bayerische Staatsbibliothek -- Clm 28212",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00106778_00003/full/280,/0/default.jpg",Commentarius in librum II Sententiarum - BSB Clm 28212,21.86939999999999
"<span>Vincentius, Bellovacensis -- (GND: <a href='http://d-nb.info/gnd/118627163/'>118627163</a>)</span>",<a href='https://opacplus.bsb-muenchen.de/title/BV037460562'>https://opacplus.bsb-muenchen.de/title/BV037460562</a>,Vincentius Bellovacensis,"[S.l.] Frankreich, 1. Hälfte 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00106052-6'>urn:nbn:de:bvb:12-bsb00106052-6</a>,196 Bl. - Pergament,37.685331517637124,BSB-Hss Clm 28184,"Vincentius, Bellovacensis: Speculum historiale, Liber XVI-XXIII - BSB Clm 28184",Latin,"München, Bayerische Staatsbibliothek -- Clm 28184",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00106052_00003/full/280,/0/default.jpg","Speculum historiale, Liber XVI-XXIII - BSB Clm 28184",25.789466666666666
"<span>Robertus, Holcot -- (GND: <a href='http://d-nb.info/gnd/11855297X/'>11855297X</a>)</span>",<a href='https://opacplus.bsb-muenchen.de/title/BV037459589'>https://opacplus.bsb-muenchen.de/title/BV037459589</a>,Robertus Holcot OP,"[S.l.] Frankreich (?), 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00103354-7'>urn:nbn:de:bvb:12-bsb00103354-7</a>,141 Bl. - Pergament,15.917640065312783,BSB-Hss Clm 27033,"Robertus, Holcot: Lectura super quatuor libros Sententiarum - BSB Clm 27033",Latin,"München, Bayerische Staatsbibliothek -- Clm 27033#Mikroform",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00103354_00003/full/280,/0/default.jpg",Lectura super quatuor libros Sententiarum - BSB Clm 27033,10.794999999999998
,<a href='https://opacplus.bsb-muenchen.de/title/BV037460555'>https://opacplus.bsb-muenchen.de/title/BV037460555</a>,,"[S.l.] Italien (?), 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00107139-8'>urn:nbn:de:bvb:12-bsb00107139-8</a>,191 Bl. - Pergament,38.70272805490196,BSB-Hss Clm 28176,Digestum vetus cum glossis - BSB Clm 28176,Latin,"München, Bayerische Staatsbibliothek -- Clm 28176",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00107139_00003/full/280,/0/default.jpg",Digestum vetus cum glossis - BSB Clm 28176,25.120600000000003
"<span>Gratianus, de Clusio -- (GND: <a href='http://d-nb.info/gnd/118541625/'>118541625</a>)</span>",<a href='https://opacplus.bsb-muenchen.de/title/BV037460540'>https://opacplus.bsb-muenchen.de/title/BV037460540</a>,,"[S.l.] Frankreich, 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00105896-1'>urn:nbn:de:bvb:12-bsb00105896-1</a>,437 Bl. - Pergament,43.977832640090604,BSB-Hss Clm 28159,"Gratianus, de Clusio: Decretum Gratiani cum glossa ordinaria Bartholomaei Brixiensis - BSB Clm 28159",Latin,"München, Bayerische Staatsbibliothek -- Clm 28159",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00105896_00003/full/280,/0/default.jpg",Decretum Gratiani cum glossa ordinaria Bartholomaei Brixiensis - BSB Clm 28159,26.644600000000008
,<a href='https://opacplus.bsb-muenchen.de/title/BV037460616'>https://opacplus.bsb-muenchen.de/title/BV037460616</a>,,"[S.l.] Frankreich, 1. Hälfte 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00105464-8'>urn:nbn:de:bvb:12-bsb00105464-8</a>,399 Bl. - Pergament,18.146807886828178,BSB-Hss Clm 28243,Biblia sacra Veteris et Novi Testamenti iuxta vulgatam versionem - BSB Clm 28243,Latin,"München, Bayerische Staatsbibliothek -- Clm 28243",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00105464_00003/full/280,/0/default.jpg",Biblia sacra Veteris et Novi Testamenti iuxta vulgatam versionem - BSB Clm 28243,13.436599999999997
"<span>Josephus, Flavius -- (GND: <a href='http://d-nb.info/gnd/118640003/'>118640003</a>)</span>",<a href='https://opacplus.bsb-muenchen.de/title/BV037462747'>https://opacplus.bsb-muenchen.de/title/BV037462747</a>,Josephus Flavius,"[S.l.], 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00076800-0'>urn:nbn:de:bvb:12-bsb00076800-0</a>,1 beschn. Doppelbl. - Pergament,36.80959385906856,BSB-Hss Clm 29408(4,"Josephus, Flavius: De bello Iudaico - BSB Clm 29408(4",Latin,"München, Bayerische Staatsbibliothek -- Clm 29408(4",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00076800_00003/full/280,/0/default.jpg",De bello Iudaico - BSB Clm 29408(4,25.806400000000004
,<a href='https://opacplus.bsb-muenchen.de/title/BV037463451'>https://opacplus.bsb-muenchen.de/title/BV037463451</a>,,"Passau, St. Nikola, Augustinerchorherrenstift, Anfang 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00090395-3'>urn:nbn:de:bvb:12-bsb00090395-3</a>,2 Doppelbl. - Pergament,22.99161630585424,BSB-Hss Clm 29800(21,Calendare cum necrologio (Juni bis Dezember) - BSB Clm 29800(21,Latin,"München, Bayerische Staatsbibliothek -- Clm 29800(21",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00090395_00003/full/280,/0/default.jpg",Calendare cum necrologio (Juni bis Dezember) - BSB Clm 29800(21,17.7292
"<span>Johannes, Climacus -- (GND: <a href='http://d-nb.info/gnd/118558048/'>118558048</a>)</span>",<a href='https://opacplus.bsb-muenchen.de/title/BV037442590'>https://opacplus.bsb-muenchen.de/title/BV037442590</a>,Ioannes Climacus,"[S.l.], 14. Jh. (1. Hälfte)",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00063361-1'>urn:nbn:de:bvb:12-bsb00063361-1</a>,I + 207 Bl. - Pergament,33.32119977067405,BSB-Hss Cod.graec. 114,"Johannes, Climacus: Scala paradisi. Liber ad pastorem [u.a.] - BSB Cod.graec. 114","Greek, Ancient (to 1453)","München, Bayerische Staatsbibliothek -- Cod.graec. 114",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00063361_00003/full/280,/0/default.jpg",Scala paradisi. Liber ad pastorem [u.a.] - BSB Cod.graec. 114,24.358600000000003
,<a href='https://opacplus.bsb-muenchen.de/title/BV037442707'>https://opacplus.bsb-muenchen.de/title/BV037442707</a>,,"[S.l.], 1. Hälfte (I. Teil): 14. Jh.; 1. Hälfte (II. - IV. Teil): 15. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00073918-5'>urn:nbn:de:bvb:12-bsb00073918-5</a>,V + 440 + I' Bl. - Papier,20.64397845469347,BSB-Hss Cod.graec. 263,Lexikographisch-grammatische Sammelhandschrift - BSB Cod.graec. 263,Greek,"München, Bayerische Staatsbibliothek -- Cod.graec. 263",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00073918_00003/full/280,/0/default.jpg",Lexikographisch-grammatische Sammelhandschrift - BSB Cod.graec. 263,13.912849999999997
,<a href='https://opacplus.bsb-muenchen.de/title/BV043173568'>https://opacplus.bsb-muenchen.de/title/BV043173568</a>,,"[S.l.] Norditalien (?), 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00104593-4'>urn:nbn:de:bvb:12-bsb00104593-4</a>,1 Bl. - Pergament,38.07313315,BSB-Hss Clm 29311(263,Voll-Missale (Fragment) - BSB Clm 29311(263,Latin,"München, Bayerische Staatsbibliothek -- Clm 29311(263",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00104593_00001/full/280,/0/default.jpg",Voll-Missale (Fragment) - BSB Clm 29311(263,28.25115
,<a href='https://opacplus.bsb-muenchen.de/title/BV035266502'>https://opacplus.bsb-muenchen.de/title/BV035266502</a>,,"[S.l.], 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00034145-2'>urn:nbn:de:bvb:12-bsb00034145-2</a>,189 Bl. - Pergament,17.35141434612196,BSB-Hss Clm 23420,Exemplorum ampla collectio - BSB Clm 23420,Latin,"München, Bayerische Staatsbibliothek -- Clm 23420#Mikroform",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00034145_00003/full/280,/0/default.jpg",Exemplorum ampla collectio - BSB Clm 23420,13.1318
"<span>Mose, Biblische Person -- (GND: <a href='http://d-nb.info/gnd/118641190/'>118641190</a>)</span>",<a href='https://opacplus.bsb-muenchen.de/title/BV037250404'>https://opacplus.bsb-muenchen.de/title/BV037250404</a>,,"[S.l.], 14. Jh.",<a href='https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb00060119-7'>urn:nbn:de:bvb:12-bsb00060119-7</a>,124 Bl. - Pergament,28.023372518327815,BSB-Hss Clm 7936 b,"Mose, Biblische Person: Rabi Moysis expositio nominum in libris Prophetarum - BSB Clm 7936 b",Latin,"München, Bayerische Staatsbibliothek -- Clm 7936 b#Mikroform",Buch,,"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00060119_00003/full/280,/0/default.jpg",Rabi Moysis expositio nominum in libris Prophetarum - BSB Clm 7936 b,19.939000000000004
